"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"70260026435","1943-07-06T07:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","63",,,,,"73",,,,"29.83",,"293",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T08:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","66",,,,,"65",,,,"29.83",,"270",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T09:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","70",,,,,"59",,,,"29.83",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T10:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52","74",,,,,"46",,,,"29.83",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T11:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51","76",,,,,"42",,"30",,"29.83",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T12:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52","77",,,"-0.01","2","42",,"30",,"29.83",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T13:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","79",,,,,"42",,"30",,"29.83",,"293",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T14:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","82",,,,,"37",,"30",,"29.83",,"293",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T15:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","84",,,"+0.02","7","35",,,,"29.83",,"338",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T16:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51","82",,,,,"34",,,,"29.83",,"338",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T17:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","82",,,,,"40",,,,"29.83",,"338",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T18:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","82",,,"+0.02","6","37",,,,"29.83",,"023",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T19:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","82",,,,,"40",,,,"29.83",,"293",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T20:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","77",,,,,"54",,,,"29.83",,"248",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-06T21:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62","74",,,"-0.01","3","67",,,,"29.83",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T07:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","64",,,,,"84",,,,"29.83",,"270",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T08:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61","65",,,,,"87",,,,"29.83",,"248",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T09:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","67",,,"-0.02","2","76",,,,"29.83",,"270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T10:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","70",,,,,"71",,"69",,"29.83",,"248",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T11:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61","73",,,,,"66",,,,"29.83",,"225",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T12:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","74",,,"+0.01","8","57",,,,"29.83",,"293",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T13:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","78",,,,,"52",,"39",,"19.88",,"248",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T14:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","80",,,,,"44",,"39",,"19.88",,"293",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T15:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","80",,,"+0.05","7","43",,,,"19.88",,"338",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T16:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","80",,,,,"43",,,,"19.88",,"338",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T17:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","79",,,,,"44",,,,"19.88",,"338",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T18:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","77",,,"+0.02","6","48",,,,"19.88",,"338",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T19:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","77",,,,,"54",,,,"19.88",,"023",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T20:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","68",,"||TS",,,"70",,,,"19.88",,"203",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-07T21:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","63",,"||TS","-0.05","3","78",,,,"19.88",,"203",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T07:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","64",,,,,"81",,,,"19.88",,"248",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T08:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","61",,,,,"96",,,,"19.88",,"248",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T09:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","64",,,"-0.02","1","84",,,,"19.88",,"248",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T10:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","67",,,,,"71",,,,"19.88",,"248",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T11:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","66",,,,,"75",,,,"19.88",,"248",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T12:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","71",,,"+0.01","6","66",,,,"19.88",,"248",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T13:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","73",,,,,"64",,"49",,"19.88",,"248",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T14:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","74",,,,,"62",,"49",,"19.88",,"248",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T15:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","74",,,"+0.04","8","62",,"49",,"29.83",,"270",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T16:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","75",,,,,"54",,"39",,"29.83",,"270",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T17:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","74",,,,,"62",,"39",,"29.83",,"248",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T18:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","74",,,"+0.02","6","60",,"39",,"29.83",,"270",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T19:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","73",,,,,"62",,"79",,"29.83",,"248",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T20:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","70",,,,,"68",,,,"29.83",,"248",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-08T21:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","70",,,"-0.01","3","68",,,,"29.83",,"248",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T07:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","63",,,,,"87",,,,"29.83",,"248",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T08:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","66",,,,,"73",,,,"29.83",,"270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T09:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","68",,,"-0.02","2","68",,,,"29.83",,"270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T10:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","70",,,,,"64",,,,"29.83",,"225",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T11:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","71",,,,,"55",,"30",,"29.83",,"248",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T12:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","73",,,"-0.02","2","51",,"30",,"29.83",,"225",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T13:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","74",,,,,"50",,"30",,"29.83",,"248",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T14:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","76",,,,,"45",,"30",,"29.83",,"248",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T15:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","76",,,"+0.02","8","45",,"32",,"29.83",,"248",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T16:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52","75",,,,,"45",,"34",,"29.83",,"225",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T17:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","75",,,,,"48",,"36",,"29.83",,"203",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T18:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","76",,,"+0.02","7","50",,,,"29.83",,"203",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T19:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","75",,,,,"54",,,,"29.83",,"158",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T20:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","73",,,,,"62",,,,"29.83",,"158",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-09T21:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","67",,,,,"73",,,,"29.83",,"158",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T07:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","63",,,,,"78",,"69",,"29.83",,"180",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T08:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","68",,,,,"66",,"39",,"29.83",,"248",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T09:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","67",,,"+0.01","7","68",,"39",,"29.83",,"248",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T10:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","70",,,,,"59",,"39",,"29.83",,"270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T11:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","70",,,,,"61",,,,"29.83",,"315",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T12:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","73",,,,,"57",,"69",,"29.83",,"248",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T13:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","70",,,,,"61",,"69",,"29.83",,"248",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T14:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","72",,,,,"60",,"69",,"29.83",,"203",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
"70260026435","1943-07-10T15:00:00","SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","75",,,"+0.03","8","50",,,,"29.83",,"293",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAO  ","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-27"
