DATE,max_temp,mean_temp,min_temp,station_pressure,x_month,Year,decimal_day_of_year,date_time,class_month,TOD,TOY
2019-02-28 00:00:00,20.9,11.1,1.3,29.73,2,2019,104.0146,04/14/2019 12:21:00 AM,04,0.0146000000000015,104.0
2019-03-31 00:00:00,39.3,29.6,19.9,29.44,3,2019,104.0146,04/14/2019 12:21:00 AM,04,0.0146000000000015,104.0
2019-04-30 00:00:00,47.3,36.2,25.1,29.36,4,2019,104.0146,04/14/2019 12:21:00 AM,04,0.0146000000000015,104.0
2019-05-31 00:00:00,64.7,52.7,40.7,29.41,5,2019,104.0146,04/14/2019 12:21:00 AM,04,0.0146000000000015,104.0
2019-09-30 00:00:00,57.7,48.5,39.3,29.34,9,2019,104.0146,04/14/2019 12:21:00 AM,04,0.0146000000000015,104.0
2019-10-31 00:00:00,38.7,32.5,26.3,29.39,10,2019,104.0146,04/14/2019 12:21:00 AM,04,0.0146000000000015,104.0
2020-08-31 00:00:00,70.1,59.9,49.7,29.31,8,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-09-30 00:00:00,55.8,48.0,40.2,29.41,9,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-10-31 00:00:00,36.5,29.8,23.0,29.53,10,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-11-30 00:00:00,16.9,8.5,0.1,29.26,11,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-12-31 00:00:00,13.6,4.6,-4.4,29.18,12,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-03-31 00:00:00,21.7,11.7,1.6,29.71,3,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-04-30 00:00:00,43.2,34.7,26.1,29.52,4,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-02-29 00:00:00,8.7,-3.8,-16.3,29.42,2,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-01-31 00:00:00,-8.3,-16.1,-23.8,29.49,1,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-06-30 00:00:00,71.0,59.9,48.7,29.36,6,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-05-31 00:00:00,66.8,53.2,39.5,29.47,5,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
2020-07-31 00:00:00,70.6,61.5,52.3,29.46,7,2020,118.5389,04/27/2020 12:56:00 PM,04,0.5388999999999982,118.0
